date,Nickel,Aluminum,Copper,"Iron ore, cfr spot"
,($/mt),($/mt),($/mt),($/dmtu)
2019M11,15171.81,1774.79,5859.95,84.98
2019M12,13829.42,1771.38,6077.06,92.65
2020M01,13506.86,1773.09,6031.21,95.76
2020M02,12715.55,1688.1,5687.75,87.68
2020M03,11846.23,1610.89,5182.63,88.99
2020M04,11804.01,1459.93,5057.97,84.73
2020M05,12179.61,1466.37,5239.83,93.65
2020M06,12727.15,1568.57,5754.6,103.3
2020M07,13402.3,1643.81,6372.46,108.52
2020M08,14537.75,1737.26,6498.94,121.07
2020M09,14857.49,1743.77,6704.9,123.75
2020M10,15239.36,1806.1,6713.81,119.78
2020M11,15807.73,1935.28,7068.91,124.36
2020M12,16823.04,2014.67,7772.24,155.43
2021M01,17863.18,2003.98,7972.15,169.63
2021M02,18584.38,2078.59,8470.94,163.8
2021M03,16406.66,2190.48,8988.25,168.18
2021M04,16521.25,2319.39,9324.82,179.83
2021M05,17577.06,2433.53,10161.97,207.72
2021M06,17979.57,2446.65,9631.5,214.43
2021M07,18818.51,2497.64,9450.82,214.14
2021M08,19141.3,2602.99,9370.14,162.16
2021M09,19376.88,2834.56,9324.71,124.52
2021M10,19362.39,2934.39,9829.22,122.91
2021M11,19932.86,2636.45,9728.9,96.24
2021M12,20015.55,2695.53,9551.18,116.96
2022M01,22355.4,3005.98,9782.34,132.53
2022M02,24015.55,3245.79,9943.17,142.84
2022M03,33924.18,3498.37,10230.89,152.07
2022M04,33132.74,3244.41,10161.38,151.25
2022M05,28062.55,2830.32,9377.15,131.21
2022M06,25658.63,2563.44,9024.46,130.74
2022M07,21481.89,2408.42,7544.81,108.57
2022M08,22057.39,2430.79,7981.84,108.85
2022M09,22773.97,2224.76,7746.01,99.81
2022M10,22032.89,2255.54,7651.08,92.56
2022M11,25562.7,2350.72,8049.86,93.34
2022M12,28946.81,2401.69,8375.4,111.84
2023M01,28194.61,2501.82,9037.95,122.23
2023M02,26727.95,2416.18,8936.59,127.6
2023M03,23288.61,2296.42,8856.31,128.37
2023M04,23894.56,2343.23,8809.42,117.39
2023M05,21970.39,2268.6,8217.47,105.15
2023M06,21233.28,2184.75,8396.52,113.45
2023M07,21091.26,2159.73,8476.68,114.43
2023M08,20438.65,2136.57,8349.13,110.2
2023M09,19644.64,2184.67,8276.71,120.98
2023M10,18281.23,2192.21,7937.18,118.97
2023M11,17027.36,2202.26,8189.59,131.07
2023M12,16460.84,2182.43,8399.94,137.05
2024M01,16103.83,2192.82,8338.88,135.82
2024M02,16338.46,2179.46,8304.95,124.39
2024M03,17438.83,2226.16,8689.13,109.79
2024M04,18163.95,2506.1,9464.43,112.75
2024M05,19586.98,2564.54,10139.33,118.88
2024M06,17498.01,2497.61,9648.17,107.45
2024M07,16334.88,2349.13,9385.31,106.85
2024M08,16292.12,2343.67,8971.96,99.91
2024M09,16076.74,2449.92,9237.48,92.83
2024M10,16765.8,2595.58,9533.99,101.39
2024M11,15723.06,2582.19,9075.73,100.5
2024M12,15444.89,2541.02,8916.32,102.21
2025M01,15394.14,2573.4,8991.41,99.58
2025M02,15288.09,2657.6,9330.6,105.08
2025M03,16065.69,2658.29,9739.68,100.1
2025M04,15113.29,2371.6,9176.8,97.24
2025M05,15345.79,2448.79,9532.98,96.97
2025M06,15003.11,2525.96,9835.07,92.33
2025M07,15034.02,2606.37,9770.58,97.26
2025M08,14949.25,2597.34,9669.56,99.74
2025M09,15105.64,2653.32,9983.79,103.28
2025M10,15092.12,2793.09,10739.91,103.53
2025M11,14670.77,2819.06,10812.03,102.48
2025M12,14883.99,2875.53,11785.25,104.59
